scene_id,trip_id,substance,block,coder_A,coder_B,rater_status,rater_A_individuated,rater_B_individuated,stage1_driver,parent_scene_id,stage1_verdict,verdict_flavour,verdict_source,canonical_span_start,canonical_span_end,scene_word_count,scene_rank_in_trip,canonical_desc,rater_A_excerpt,rater_B_excerpt,narrative_passage,stage1_rationale,verdict_rationale,n_scenes_in_trip,n_convergent_in_trip,n_solo_A_in_trip,n_solo_B_in_trip,n_scenes_rater_A_in_trip,n_scenes_rater_B_in_trip,n_miss_in_trip,n_granularity_in_trip,n_ambiguity_2a_in_trip,n_ambiguity_2b_in_trip,trip_word_count
Psilocybe_02_S13_A_RCL,Psilocybe_02,psilocybin,01-10,Alessandra,Brendan,only_A,True,False,RCL,,AMBIGUITY,2b,manual,5555,5620,65,13,Visions of past parties and clubs,"A27,A28,A29",,"I had visions of my past, parties, clubs. I remember all the tale",No automatic classification; likely genuine miss by other rater,"""Visions of my past, parties, clubs"" — memory imagery / recollection with vividness. Not an external perceptual hallucination; would fit a memory-imagery category rather than hallucinatory-scene.",26,12,14,0,26,12,9,0,3,2,2344
Psilocybe_02_S14_A_RCL,Psilocybe_02,psilocybin,01-10,Alessandra,Brendan,only_A,True,False,RCL,,MISS,,manual,6390,6470,80,14,Own scent (and girlfriend's) strong like animals (olfactory),A30,,"Our scent is so strong… too strong, like animals. She has a cranberry lipstick. ",No automatic classification; likely genuine miss by other rater,"""Our scent is so strong… too strong, like animals"" — olfactory hallucination/amplification with specific content. Pair's criterion is modality-agnostic across the trip (includes tactile feeling, visual, auditory).",26,12,14,0,26,12,9,0,3,2,2344
Psilocybe_02_S15_AB,Psilocybe_02,psilocybin,01-10,Alessandra,Brendan,both,True,True,,,CONVERGENT,,auto,7126,7200,74,15,Colourful visions of lights and luminous wires interweaving,"A32,A33,A34",B07,"Then again colourful visions: lights, luminous wires interweaving. 

I ope",,Both raters individuated this passage.,26,12,14,0,26,12,9,0,3,2,2344
Psilocybe_02_S16_AB,Psilocybe_02,psilocybin,01-10,Alessandra,Brendan,both,True,True,,,CONVERGENT,,auto,7211,7300,89,16,"Wall becomes liquid and transparent, water flowing into it",A35,B08,"The wall is liquid and transparent, like water flowing into it. I don't know where I am, ",,Both raters individuated this passage.,26,12,14,0,26,12,9,0,3,2,2344
Psilocybe_02_S17_A_RCL,Psilocybe_02,psilocybin,01-10,Alessandra,Brendan,only_A,True,False,RCL,,MISS,,manual,7300,7500,200,17,"Hears voices outside as Chinese speakers under bamboo shelter, wind in bamboo","A36,A37",,"I hear voices outside, like if I was in China, with bamboo moving in the wind and a couple of Chinese people speaking under a bamboo shelter. Then a terrible noise cracks my head. It's like something ",No automatic classification; likely genuine miss by other rater,"""Hears voices outside as Chinese speakers under bamboo shelter"" — concrete auditory hallucination with narrative content and embedded imagined setting. Clearly within criterion.",26,12,14,0,26,12,9,0,3,2,2344
Psilocybe_02_S18_AB,Psilocybe_02,psilocybin,01-10,Alessandra,Brendan,both,True,True,,,CONVERGENT,,auto,7791,7850,59,18,Colourful snakes moving in a pattern,"A38,A39",B09,Colourful snakes moving in a beautiful pattern. When I open,,Both raters individuated this passage.,26,12,14,0,26,12,9,0,3,2,2344
Psilocybe_02_S19_A_RCL,Psilocybe_02,psilocybin,01-10,Alessandra,Brendan,only_A,True,False,RCL,,AMBIGUITY,2a,manual,8242,8310,68,19,Enters '2001: A Space Odyssey' immersively,A40,,Suddenly I entered “2001: A space Odyssey”. I understand where those,No automatic classification; likely genuine miss by other rater,"""Suddenly I entered 2001: A Space Odyssey"" — immersive mental experience invoking film imagery. Edge-case between closed-eye immersive imagery (arguably AMBIGUITY-2a, like S05) and a cultural-reference metaphor.",26,12,14,0,26,12,9,0,3,2,2344
Psilocybe_02_S20_A_RCL,Psilocybe_02,psilocybin,01-10,Alessandra,Brendan,only_A,True,False,RCL,,MISS,,manual,8485,8560,75,20,Wood-board ceiling: veins and nodes floating,"A41,A42",,veins and nodes are floating. I assume a foetus-like position under the bla,No automatic classification; likely genuine miss by other rater,"Wood-board ceiling: ""veins and nodes floating"" — concrete visual surface-animation. Directly matches AB S02 (""tree with animated cortex"") and S04 (""ground as moving worms"").",26,12,14,0,26,12,9,0,3,2,2344
Psilocybe_02_S21_AB,Psilocybe_02,psilocybin,01-10,Alessandra,Brendan,both,True,True,,,CONVERGENT,,auto,8674,8900,226,21,"Wonderful dragons/demons flying, gold rings with gemstones whirling like snake skin forming esoteric symbol","A43,A44,A45",B10,"wonderful dragons/demons flying in the space, gold rings with turquoise, jade and lapislazuli inlay whirling, like snake skin that create an esoteric symbol with an infinite power. The union of these rings can give me complete",,Both raters individuated this passage.,26,12,14,0,26,12,9,0,3,2,2344
Psilocybe_02_S22_A_RCL,Psilocybe_02,psilocybin,01-10,Alessandra,Brendan,only_A,True,False,RCL,,MISS,,manual,8955,9080,125,22,Everything turns silver; opera-set leans toward audience,"A46,A47,A48,A49,A50",,"Then everything turn to silver, and it becomes like an opera set that exits the proscenium leaning toward the audience. 

Aft",No automatic classification; likely genuine miss by other rater,"""Everything turns silver; opera-set leans toward audience"" — concrete visual alteration of whole environment. Matches AB S16 (""wall becomes liquid and transparent"") — same category of environmental transformation.",26,12,14,0,26,12,9,0,3,2,2344
Psilocybe_02_S23_AB,Psilocybe_02,psilocybin,01-10,Alessandra,Brendan,both,True,True,,,CONVERGENT,,auto,9273,9520,247,23,Virtual hexagonal room with dimensional-porthole round window leading to other worlds,"A51,A52,A53,A54,A55,A56",B11,It is visually represented like a virtual room with every wall in a hexagon shape. In the middle of it there is a round window that leads to a different world (I've also drawn a picture of this). Will power is in the centre of this geometric room ,,Both raters individuated this passage.,26,12,14,0,26,12,9,0,3,2,2344
Psilocybe_02_S24_AB,Psilocybe_02,psilocybin,01-10,Alessandra,Brendan,both,True,True,,,CONVERGENT,,auto,10283,10530,247,24,Black heart-shaped obsidian in dark cave emanating evil; takes anthropomorphic black-fog form,"A57,A58,A59,A60,A61",B12,"I have a visual of a black heart-shaped obsidian, inside a dark cave. No light at all but I perceive it emanates pure evil. Every beat is a wave of pure evil. Then it takes an anthropomorphic shape, made of black fog that is the essence of evil. I",,Both raters individuated this passage.,26,12,14,0,26,12,9,0,3,2,2344
Psilocybe_02_S25_A_AMB,Psilocybe_02,psilocybin,01-10,Alessandra,Brendan,only_A,True,False,AMB,,AMBIGUITY,2b,auto,10686,10800,114,25,Visual of dissolution of the body / end of everything (imagining death),A62,,"I imagine the end of everything with the dissolution of the body, and it is so sad. Still. My mind is lost, wander",Metacognitive keywords — thought/memory/metaphor content,Thought / memory / metaphor content individuated as a scene by one rater — the passage is phenomenologically real but arguably a different (non-perceptual) phenomenon the current taxonomy has no dedicated category for.,26,12,14,0,26,12,9,0,3,2,2344
Psilocybe_02_S26_A_RCL,Psilocybe_02,psilocybin,01-10,Alessandra,Brendan,only_A,True,False,RCL,,MISS,,manual,11390,11580,190,26,"Palm lines change colour, rectangle of iridescent soft pulsing lines, hand as planet surface, dead hand","A63,A64,A65,A66",,"I stare at my hand again, I get lost in the lines on the palm, that change colour and define spaces. There's a rectangle filled with iridescent lines that seems soft and pulsing. Then the ha",No automatic classification; likely genuine miss by other rater,"""Palm lines change colour, iridescent pulsing lines, hand as planet surface, dead hand"" — concrete visual hallucination of own body with specific content. Matches body-alteration criterion; equal detail to AB scenes.",26,12,14,0,26,12,9,0,3,2,2344
Psilocybe_03_S01_AB,Psilocybe_03,psilocybin,01-10,Alessandra,Brendan,both,True,True,,,CONVERGENT,,auto,5387,7050,1663,1,"Stands before a board of spirits (unseen, audible); spirits discourse on interdimensional race, recalibration, mission",A01,"B01,B02","I became suddenly aware that I was standing in front of a board of spirits which had come to council me on my earlier stumble into confusion. I could not see the spirits but I could hear them clearly; in fact, their presence was so real that I didn't even need to pay them close attention. The spirits existed in another dimension, and seemed to be from a future time. They took turns explaining to me, in slow, methodical discourse, that a race of humans in another dimension had been buoyed by psychedelic experimentation and had evolved new mental capacities. They pointed out that these evolutionary advances were not spawned by genetic predestination, but had rather been induced by combinations of free-will exercises and psychedelic experimentation. They told me that I had been chosen to be one of their representatives in the earthly dimension, and that my order was to spur the evolutionary progression of my people as expeditiously as possible. It was my job to have my neighbors ready, with the necessary sets of faculties and mental tools, at the desired point in space-time. 

They then explained that the state of confusion I had suffered earlier in the day had been a byproduct of a recalibration scheme, in which the spirits had adjusted my core frequency to allow my senses to overlap dimensions, thus rendering me more accessible to their calling. Throughout this conversation I questioned the voices constantly, and, at no effort of my own, I was always answered in a thorough and timely fashion. 

The conversation between the spirits and myself ended when the music fell silent. I was in the final lap of my trip, and I felt both rested and ",,Both raters individuated this passage.,1,1,0,0,1,1,0,0,0,0,1327
Psilocybe_04_S01_B_RCL,Psilocybe_04,psilocybin,01-10,Alessandra,Brendan,only_B,False,True,RCL,,MISS,,manual,746,1090,344,1,Sees himself on a high bridge pirouetting like a Cirque du Soleil acrobat,,B01,"I see myself on a very high bridge, pirouetting on the railing. I do not look anything like myself, more like an acrobat from the Cirque du Soleil - but this is me, unmistakably. The sitter is probably familiar with this imagery even though I do not tell him what I see. 'It's like bungee-jumping', he whispers, 'just jump, there's always a cor",No automatic classification; likely genuine miss by other rater,"""Sees himself on a very high bridge pirouetting like a Cirque du Soleil acrobat"" — concrete visual self-hallucination with specific content. Matches AB S03 (sees spirits and a pesky demon) as concrete visual content; an early-onset scene A might have discounted as too early.",3,2,0,1,2,3,1,0,0,0,706
Psilocybe_04_S02_AB,Psilocybe_04,psilocybin,01-10,Alessandra,Brendan,both,True,True,,,CONVERGENT,,auto,1094,1320,226,2,"Hallmark shapes of the medicine spirit: fractal shapes, alternating zones of bright complementary colors","A01,A02,A03",B02,"As I jump, I start seeing the hallmark shapes of the medicine spirit. [I get this incidental intuition that the shapes are fractal in nature. They are alternating zones of bright complementary colors, possibly blues and orange",,Both raters individuated this passage.,3,2,0,1,2,3,1,0,0,0,706
Psilocybe_04_S03_AB,Psilocybe_04,psilocybin,01-10,Alessandra,Brendan,both,True,True,,,CONVERGENT,,auto,3120,3250,130,3,Sees spirits and a pesky demon; feels he and wife had been 'here before',"A04,A05,A06",B03,"saw what I can only call spirits, came to grips with a pesky demon who has been bothering me for decades, declared that my wife an",,Both raters individuated this passage.,3,2,0,1,2,3,1,0,0,0,706
Psilocybe_05_S01_AB,Psilocybe_05,psilocybin,01-10,Alessandra,Brendan,both,True,True,,,CONVERGENT,,auto,1438,2100,662,1,"Words on the computer screen shimmer, flicker, then mutate wildly in rhythmic patterns",A01,B01,"the words began to very flicker and shimmer ever so slightly, and I was caught by surprise. Suddenly, the slight shimmering grew dramatically in intensity, within no more than a minute or two (by now it was 11:20PM) the words were mutating wildly. I had experienced a similar effect on my first trip, but this time it seemed more intense and otherwordly, perhaps because of the alarming rapidity of the onset. The melting, shimmering movement of the words was most certainly rythmic in nature, and seemed to follow a set pattern. I was overcome with the mathematical precision of said visual distortions, and felt sheer excitement. What really gave me a strong m",,Both raters individuated this passage.,11,5,6,0,11,5,2,0,1,3,2066
Psilocybe_05_S02_A_AMP,Psilocybe_05,psilocybin,01-10,Alessandra,Brendan,only_A,True,False,AMP,,AMBIGUITY,2a,auto,2331,2540,209,2,"Friend's trippy-art images mutating, shimmering, melting, growing out and back",A02,,"My friend was sending me links of trippy artwork, which mutated, shimmered, melted, and grew violently. The images would seem to grow a few inches out in all directions, only to slowly be drawn back in. This p","Ambient perceptual-amplification content, no explicit object",Ambient perceptual amplification without a discrete hallucinatory object — the Guidelines do not rule cleanly on whether brightness/colour/shimmer changes alone constitute a scene.,11,5,6,0,11,5,2,0,1,3,2066
